UniRef100_A8QCK1	NA	2	22	3	57	2
UniRef100_A8QCL9	NA	2	69	15	64	2
UniRef100_A8QCR3	NA	2	140	86	59	65
UniRef100_A8QCT0	NA	1	50	100	127	1
UniRef100_A8QCX6	NA	36	107	13	84	32
UniRef100_A8QDG2	NA	47	26	99	44	58
UniRef100_A8QDG5	NA	1	140	77	34	38
UniRef100_A8QDL1	NA	31	18	56	6	4
UniRef100_A8QDL4	NA	2	25	62	41	49
UniRef100_A8QDP5	NA	1	123	49	81	49
UniRef100_A8QDS6	NA	2	56	11	123	22
UniRef100_A8QE01	NA	24	19	66	37	22
UniRef100_A8QE02	NA	46	113	95	59	65
UniRef100_A8QE08	NA	14	71	93	3	65
UniRef100_A8QE12	NA	14	3	11	109	22
UniRef100_A8QE20	NA	1	54	2	34	1
UniRef100_A8QE28	NA	1	41	15	7	22
UniRef100_A8QE29	NA	1	46	108	7	49
UniRef100_A8QE52	NA	9	31	11	56	20
UniRef100_A8QE67	NA	14	82	108	37	4
UniRef100_A8QE95	NA	24	66	17	99	38
UniRef100_A8QEA2	NA	1	115	34	49	2
UniRef100_A8QEB0	NA	37	42	61	28	6
UniRef100_A8QED9	NA	1	50	93	34	22
UniRef100_A8QEL8	NA	1	105	1	1	45
UniRef100_A8QEM0	NA	44	60	108	109	49
UniRef100_A8QEM1	NA	42	99	40	104	24
UniRef100_A8QEN7	NA	2	118	63	25	1
UniRef100_A8QEQ5	NA	1	63	34	98	2
UniRef100_A8QES8	NA	2	14	17	74	65
UniRef100_A8QEV9	NA	8	58	27	39	29
UniRef100_A8QEY4	NA	1	26	100	16	1
UniRef100_A8QEZ4	NA	14	50	86	29	38
UniRef100_A8QF21	NA	1	140	49	115	22
UniRef100_A8QF22	NA	1	105	1	1	50
UniRef100_A8QF25	NA	2	26	77	45	22
UniRef100_A8QF29	NA	39	115	2	70	82
UniRef100_A8QF32	NA	14	19	11	16	3
UniRef100_A8QF50	NA	2	105	86	41	22
UniRef100_A8QF62	NA	14	50	93	29	65
UniRef100_A8QF70	NA	1	105	34	62	1
UniRef100_A8QF75	NA	46	140	93	37	16
UniRef100_A8QF85	NA	24	140	100	25	49
UniRef100_A8QF90	NA	43	14	86	48	38
UniRef100_A8QFC5	NA	14	133	2	25	82
UniRef100_A8QFE8	NA	24	63	46	70	28
UniRef100_A8QFL1	NA	31	52	94	131	38
UniRef100_A8QFY8	NA	2	140	1	69	22
UniRef100_A8QG25	NA	31	104	22	80	8
UniRef100_A8QG48	NA	1	37	34	127	71
UniRef100_A8QG49	NA	14	22	49	21	1
UniRef100_A8QG64	NA	2	31	22	16	57
UniRef100_A8QG85	NA	43	22	3	29	57
UniRef100_A8QGC4	NA	3	32	10	43	52
UniRef100_A8QGC7	NA	1	31	49	34	57
UniRef100_A8QGG4	NA	31	50	2	98	65
UniRef100_A8QGI2	NA	1	1	1	66	1
UniRef100_A8QGJ3	NA	2	79	39	48	22
UniRef100_A8QGK0	NA	13	86	93	58	26
UniRef100_A8QGL7	NA	1	64	100	25	3
UniRef100_A8QGL9	NA	2	46	86	7	1
UniRef100_A8QGN1	NA	43	85	15	80	49
UniRef100_A8QGN5	NA	1	72	100	91	3
UniRef100_A8QGS0	NA	2	19	86	64	57
UniRef100_A8QGS4	NA	14	2	1	127	36
UniRef100_A8QGS8	NA	14	46	28	37	10
UniRef100_A8QGU4	NA	39	54	66	29	8
UniRef100_A8QGX9	NA	1	14	100	21	38
UniRef100_A8QGY1	NA	2	50	30	7	1
UniRef100_A8QGY2	NA	1	72	108	127	1
UniRef100_A8QH17	NA	1	74	28	37	1
UniRef100_A8QH46	NA	37	115	110	74	20
UniRef100_A8QH67	NA	13	137	78	56	12
UniRef100_A8QH80	NA	14	50	100	94	12
UniRef100_A8QH87	NA	24	123	86	11	71
UniRef100_A8QH93	NA	26	86	100	37	12
UniRef100_A8QHB8	NA	1	46	93	55	57
UniRef100_A8QHC3	NA	39	81	90	95	13
UniRef100_A8QHC8	NA	16	1	2	1	20
UniRef100_A8QHD1	NA	1	79	42	78	4
UniRef100_A8QHD6	NA	14	118	42	7	57
UniRef100_A8QHN4	NA	2	26	100	127	1
UniRef100_A8QHP8	NA	24	37	30	45	18
UniRef100_A8QHP9	NA	44	49	93	29	21
UniRef100_A8QHQ0	NA	24	71	86	11	57
UniRef100_A8QHR7	NA	37	56	11	127	71
UniRef100_A8QHT7	NA	31	57	61	66	6
UniRef100_A8QHU6	NA	2	67	100	29	82
UniRef100_D0VBH6	NA	11	13	91	24	29
UniRef100_O44932	NA	1	1	1	85	1
UniRef100_O76497	NA	31	123	11	62	18
UniRef100_P29030	NA	31	126	3	3	2
UniRef100_Q01202	NA	9	10	52	108	43
UniRef100_Q17181	NA	2	69	66	11	4
UniRef100_Q17198	NA	13	45	68	22	68
UniRef100_Q66M64	NA	8	123	108	118	8
UniRef100_Q66T51	NA	18	6	58	86	85
UniRef100_Q6E7B0	NA	1	7	30	110	22
UniRef100_Q6T8C4	NA	46	20	78	79	21
UniRef100_Q6YNZ2	NA	43	85	60	59	10
UniRef100_Q70JV3	NA	37	27	70	116	71
UniRef100_Q75PZ3	NA	2	22	66	41	2
UniRef100_Q75PZ5	NA	2	39	53	96	57
UniRef100_Q8HN46	NA	12	106	24	38	62
UniRef100_Q8HN48	NA	1	51	59	13	14
UniRef100_Q8HN50	NA	49	24	112	67	64
UniRef100_Q8HN51	NA	34	4	12	82	42
UniRef100_Q8HN53	NA	30	36	20	122	74
UniRef100_Q8HN54	NA	1	14	33	117	1
UniRef100_Q8HN55	NA	31	105	23	132	5
UniRef100_Q8MY58	NA	1	93	11	103	49
UniRef100_Q8MY59	NA	37	38	63	30	25
UniRef100_Q95VP1	NA	1	1	34	102	1
UniRef100_Q9BJC9	NA	2	90	76	75	22
UniRef100_Q9U5A0	NA	4	132	15	112	6
UniRef100_UPI000161E0E9	NA	24	130	46	81	28
